id,deposit_amount_2017
1,587906427.4636412
2,766970.0077822902
3,593570.1486467601
4,260947.5784018997
5,501528.66924959293
6,321318.65972874576
7,240407.4561156276
8,123798.44699061665
9,184930.51234685688
10,186241.11098560272
11,837613.4616382343
12,364652.7633182798
13,294696.92553141445
14,411494.0391984838
15,615503.2060727683
16,506479.1579632994
17,172524.98344057112
18,1640455.0420989224
19,942546.9377840532
20,275009.32110139314
21,1221408.9150070045
22,1236206.3342195568
23,1230880.255820578
24,685162.3116372525
25,1738958.7405997335
26,1216880.4602563325
27,843173.4802604838
28,831368.7735790004
29,533906.059930833
30,123324.67938929862
31,533196.4762147741
32,664319.4257006106
33,996301.6850957446
34,1122002.6014207571
35,8156835.744505131
36,894339.6256760219
37,831771.8572920436
38,613700.2518205179
39,1723092.699449811
40,4289753.776865157
41,563875.518538829
42,562720.0031000938
43,115906.80971093757
44,1901394.283361469
45,1231524.8153998924
46,1636339.1640565533
47,232859.9047556429
48,507587.3877802469
49,561897.3091093616
50,495590.1404549159
51,122068.74456753816
52,504516.9267358813
53,510213.28320447775
54,1121950.1972772742
55,205698.6930080217
56,441290.4730771637
57,1111201.639599449
58,393069.3453970374
59,612206.5546767709
60,447608.81382535794
61,370862.9014131851
62,2696823.4924542974
63,241757.6764052475
64,415565.50388055545
65,1007232.6985005757
66,828837.615623082
67,330970.92227835394
68,2696823.4924542974
69,308100.47080486617
70,273631.56765655935
71,271092.5890229398
72,724671.5985155839
73,271360.0023935715
74,665663.7666863413
75,277290.41415072087
76,470435.8865643714
77,288267.8228390431
78,436938.6086965436
79,531845.2841164003
80,320956.19006809307
81,332278.5874405725
82,92308.23970613562
83,394789.4939128222
84,762668.2992586097
85,473015.89521271276
86,614820.0989107505
87,575103.562642031
88,332773.789508821
89,50224.4633728666
90,205698.6930080217
91,357394.4880478745
92,1723540.3920388815
93,689980.2246594481
94,294063.27991777664
95,234334.95489957175
96,1102667.8405642093
97,563051.9490126884
98,338221.7926624495
99,535049.9989351747
100,494118.54828542843
101,234326.5221936442
102,516567.48657296144
103,373575.8765864085
104,338221.7926624495
105,273138.9653283334
106,257906.0544305408
107,606469.999830545
108,840457.3326457514
109,1242516.317090654
110,366603.6270790559
111,349934.79182830226
112,183022.11291461647
113,361910.283028715
114,455301.42966811813
115,172524.98344057112
116,286006.7136932441
117,133062.26896014638
118,183022.11291461647
119,277290.41415072087
120,331054.750246509
121,261243.52661652287
122,462917.9568706498
123,123798.44699061665
124,1333059.553334014
125,1643914.4546151229
126,81769.96157792697
127,283987.8242714898
128,231802.74895456774
129,200721.0643023553
130,389857.07605030475
131,233855.088422182
132,275730.44021008385
133,366972.89944830065
134,455430.5685650697
135,471727.0882341111
136,562398.3939181169
137,821007.3511575147
138,286006.7136932441
139,986297.5877327279
140,825783.7582853195
141,308799.9192470517
142,577157.6674064309
143,108309.27098736554
144,157204.62818390346
145,563846.7660237668
146,997642.8481565556
147,369063.1263945692
148,1903010.1607027021
149,942546.9377840532
150,251711.9303294032
151,172516.55073464356
152,131981.67647246688
153,596915.5052488004
154,1872256.344063841
155,58085404.420369275
156,767676.6959300981
157,455037.4445711564
158,312836.0359897335
159,362090.5613200484
160,372975.51838244725
161,527404.5695305326
162,356451.65153743426
163,466040.45841516653
164,470488.4751078939
165,616075.743875641
166,309861.30433538
167,1248389.8653684778
168,494884.19728652434
169,1637447.3056441462
170,116232.70586631661
171,291397.4552596257
172,166067.19971876102
173,415938.18352586706
174,270330.2146181714
175,141880.66423836234
176,275251.343148853
177,720574.2701640206
178,292237.460371869
179,507658.72713461355
180,496188.1556903145
181,472362.0142027293
182,457700.64457231574
183,1726374.4493266826
184,291144.9121806872
185,418398.6305082198
186,533401.2529061511
187,352039.41649979766
188,218011.3525197615
189,531122.6301638214
190,81769.96157792697
191,335461.4285482027
192,392411.82164147735
193,275456.9858263759
194,661442.2612588448
195,532363.3554881456
196,2696823.4924542974
197,189794.95223100565
198,140108.2628919019
199,1723092.699449811
200,3299608.186605731
201,564909.6356939569
202,828215.3254674007
203,1554875.7256063204
204,2696823.4924542974
205,930889.0022662081
206,1640136.8395109128
207,838137.9417230211
208,988866.2573146863
209,1633342.0225238542
210,1241148.952045586
211,275743.94547707896
212,400889.26834561105
213,221246.41463577776
214,472539.1278249933
215,454482.97089824424
216,615181.3436612958
217,420522.19287475274
218,277783.01647894684
219,495901.64750729734
220,320470.85474916926
221,278010.2030002244
222,308100.47080486617
223,338135.39738472726
224,535075.9409117734
225,372021.57327787013
226,775732.9241759722
227,215167.69059296141
228,458113.600468988
229,529739.4083447265
230,603658.6494398608
231,320062.37297536945
232,1127905.3996187584
233,308669.2535649685
234,320463.5877398671
235,700335.8663690147
236,612387.9789143599
237,295049.5053983528
238,411494.0391984838
239,400620.0074035536
240,672444.1993141533
241,335969.46902268886
242,349042.87157674186
243,559503.3150345465
244,241757.6764052475
245,526921.2137285497
246,756702.2233073047
247,291144.9121806872
248,356451.65153743426
249,189364.7873150771
250,446066.1876609268
251,533897.5039186602
252,516135.8190413844
253,507465.7682624535
254,353401.24144555005
255,394056.01224862336
256,352391.996366736
257,1606988.6906005791
258,332032.3073666822
259,276176.77467587945
260,440186.16265780537
261,401402.2194013033
262,220922.8121387388
263,566160.5938223617
264,310543.99166504113
265,2061.101359485566
266,779622.1145663521
267,391967.35202643514
268,933695.0023847327
269,563114.3667601567
270,591733.0894198447
271,1119.7070449961323
272,364340.43928138725
273,1490520.8051902866
274,138851.0813294511
275,294725.3006836146
276,84670.42638533971
277,62047.65566628144
278,71508.23146779471
279,115299.058920113
280,156943.98828573927
281,91294.42385371594
282,231946.65411475176
283,185354.6880803174
284,151733.02976035778
285,251939.1168506808
286,358404.45899856737
287,138707.17616926707
288,153445.46889216805
289,166319.40691099767
290,261797.0267684396
291,132079.64796912012
292,50978.136961380056
293,157096.32615185084
294,116224.27316038906
295,92308.23970613562
296,15026.192348780976
297,67250.92375055031
298,172516.55073464356
299,92059.34467557714
300,251711.9303294032
301,81846.32491831423
302,332421.2096418826
303,132231.9858352317
304,76744.92512034746
305,166319.40691099767
306,308669.2535649685
307,84926.18717918677
308,199172.98437266273
309,1131.2536675523477
310,154251.16043378555
311,211076.06611487988
312,474423.02272520505
313,494987.7352567178
314,203708.63513587907
315,44602.445544816575
316,563124.282047381
317,91272.47177216806
318,149313.85762582772
319,294714.895224623
320,200379.59449795165
321,290185.42363191216
322,238901.77631344632
323,166167.5962872387
324,199162.57891367108
325,399122.2782891033
326,185200.8006962098
327,443529.9853973716
328,312494.70796965127
329,288604.8201640688
330,81759.5561189353
331,236456.4369492252
332,185154.4597681905
333,845063.7737994541
334,1109.301586004475
335,468472.747809227
336,332210.89598560194
337,733574.1325026685
338,595425.6549238911
339,351826.9708503173
340,617400.7796455346
341,156952.42099166682
342,392096.0111454743
343,312593.14852123515
344,291144.9121806872
345,989659.4915088476
346,172516.55073464356
347,413531.9415426772
348,515153.23555948486
349,414928.50444822025
350,308100.47080486617
351,221340.43715134825
352,414928.50444822025
353,598347.8893326558
354,108441.62952499335
355,468556.0939327128
356,116282.58851093013
357,286846.7188054874
358,242250.2787334735
359,394653.47856119135
360,231794.31624864019
361,731188.7516843753
362,165914.86185264945
363,417755.49852585385
364,528563.6971801723
365,440180.48382450116
366,614927.3762570941
367,4289753.776865157
368,1119.7070449961323
369,1119.7070449961323
370,1119.7070449961323
371,1131.2536675523477
372,1119.7070449961323
373,8582.642556635863
374,1119.7070449961323
375,1128.1397509236822
376,1119.7070449961323
377,1119.7070449961323
378,1119.7070449961323
379,1119.7070449961323
380,35005.42393951252
381,81836.24602119862
382,1128.1397509236822
383,1119.7070449961323
384,1128.1397509236822
385,1119.7070449961323
386,1131.2536675523477
387,1119.7070449961323
388,1119.7070449961323
389,1128.1397509236822
390,1131.2536675523477
391,1131.2536675523477
392,1131.2536675523477
393,100308.26999287191
394,1109.301586004475
395,67101.70778319426
396,60228898.23683878
397,1119.7070449961323
398,498522.57188195514
399,1131.2536675523477
400,756167.1238982285
401,765690.6008599502
402,389284.20958152716
403,596915.5052488004
404,448655.0604475972
405,1119.7070449961323
406,756938.3946546487
407,1119.7070449961323
408,918711.7581945711
409,1119.7070449961323
410,257906.0544305408
411,878060.2253716043
412,777256.1370705545
413,760302.2118697836
414,413990.4493188732
415,1241116.03989594
416,455218.30623028276
417,438156.42074407893
418,349366.00906819996
419,456211.5526980346
420,531337.9174692901
421,821164.1790216148
422,412165.665461997
423,189063.3754231206
424,601847.0604845874
425,242391.06997702885
426,420522.19287475274
427,514886.4314213881
428,618947.289962011
429,448218.9533755622
430,1096321.9714603773
431,454928.08670170465
432,418339.2188527074
433,295189.5278596404
434,1119.7070449961323
435,445904.41683109914
436,390954.9857122317
437,115158.26767655765
438,417367.2677772198
439,1119.7070449961323
440,105664.7353747917
441,293704.64145418024
442,494305.44876411057
443,604325.8670385726
444,199699.65741070223
445,85097.20844272002
446,373733.2993569156
447,251645.79083311567
448,221661.42694827248
449,666814.3382863965
450,1109.0731393478025
451,691887.4633504009
452,532932.2341581826
453,189052.74151747228
454,1109.0731393478025
455,284704.5656275982
456,495904.2781085559
457,236831.24781878016
458,1119.7070449961323
459,317780.1288140917
460,445261.3328456499
461,561012.6174815986
462,1128.1397509236822
463,286499.31602147006
464,313073.8961887452
465,187938.82950637303
466,121905.77279577826
467,1109.0731393478025
468,295410.9078357254
469,1119.7070449961323
470,308100.47080486617
471,133053.83625421883
472,606472.0072563625
473,1131.2536675523477
474,173862.00767811717
475,507633.1881290453
476,138698.74346333952
477,1119.7070449961323
478,276223.0425383098
479,349239.9586964418
480,258751.52139480083
481,148821.6753526154
482,1131.2536675523477
483,139412.92593593267
484,1937152.7612900387
485,166554.26942375678
486,166020.85879074174
487,252348.12196319478
488,251711.9303294032
489,320613.9766264981
490,292933.0576743887
491,223789.40152048218
492,181693.55006442536
493,120683.10922707732
494,98460.28919748102
495,494582.11993187043
496,121916.40670142659
497,50967.50305573172
498,81786.98407809762
499,390349.6783785307
500,320121.37429827213
501,515752.8053179741
502,172774.88553884742
503,365401.8243697155
504,142476.67855570014
505,1119.7070449961323
506,880208.0965830894
507,563472.9006152771
508,321524.9728281954
509,221188.09928523668
510,608868.8080690962
511,199585.2277666824
512,108309.27098736554
513,277290.41415072087
514,406947.37316371955
515,67250.92375055031
516,45688.14629260056
517,62143.28942756766
518,1119.7070449961323
519,1119.7070449961323
520,38662.14490201088
521,1119.7070449961323
522,528758.6692566352
523,332021.90190769057
524,60510.818831472585
525,188101.80127813292
526,45688.14629260056
527,100248.74585970645
528,456578.04740242875
529,463643.7343876551
530,454813.24161438836
531,166167.0690448861
532,307414.8636527554
533,122068.74456753816
534,150629.9673462836
535,357020.43429753656
536,337804.5845740307
